,Unnamed: 0,Departamento,Municipio,Cultivo,pH agua:suelo 2.5:1.0,Materia orgánica (MO) %,capacidad de intercambio cationico (CICE) suma de bases cmol(+)/kg,Conductividad electrica (CE) relacion 2.5:1.0 dS/m
20297,20297,CUNDINAMARCA,PULÍ,Caucho,5.7,2.05523730715333,18.1389714999999,0.1976216
20298,20298,CUNDINAMARCA,PULÍ,Caucho,4.69,2.91111186787455,9.54879837813962,0.240422
20299,20299,CUNDINAMARCA,PULÍ,Caucho,5.35,1.85006779802296,6.644646667971,0.129458
20300,20300,CUNDINAMARCA,PULÍ,Caucho,5.0,1.46414095502233,9.82190323806981,0.126815999999999
20301,20301,CUNDINAMARCA,PULÍ,Caucho,5.47,2.50351442763449,8.084058518,0.30383
20302,20302,CUNDINAMARCA,PULÍ,Caucho,4.53,2.30735815951896,8.2801765737931,0.1442532
20303,20303,CUNDINAMARCA,PULÍ,Caucho,5.55,2.15349740435406,14.916197366,0.153236
20304,20304,CUNDINAMARCA,PULÍ,Caucho,4.87,2.9359389191006,4.17141737432146,0.1960364
20305,20305,CUNDINAMARCA,PULÍ,Caucho,6.41,3.1422705661707,11.488838866,0.391544399999999
20306,20306,CUNDINAMARCA,PULÍ,Caucho,4.64,2.82704489582504,4.9636294742266,0.329721599999999
20307,20307,CUNDINAMARCA,PULÍ,Caucho,4.78,0.789278476571528,14.9105511076309,0.1183616
20308,20308,CUNDINAMARCA,PULÍ,Caucho,5.75,1.68577206315286,11.170196172,0.1791276
